探测报告 | 时间: 2026-02-07 05:37:04
------------------------------------------------------------
❌ 北京卫视高清 | 失败 | 无法解析视频流
❌ 北京卫视高清 | 失败 | 无法解析视频流
❌ 北京卫视高清 | 失败 | 无法解析视频流
❌ 北京卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 北京卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 北京卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 北京卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 北京卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 南国都市4K | 失败 | 无法解析视频流
❌ 南国都市4K | 失败 | 无法解析视频流
❌ 南国都市4K | 失败 | 无法解析视频流
❌ 南国都市4K | 失败 | 无法解析视频流
❌ 南国都市4K | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 南国都市4K | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 南方购物 | 失败 | 无法解析视频流
❌ 南方购物 | 失败 | 无法解析视频流
❌ 南方购物 | 失败 | 无法解析视频流
❌ 南方购物 | 失败 | 无法解析视频流
❌ 南方购物 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 南方购物 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 南方购物-精选 | 失败 | 无法解析视频流
❌ 南方购物-精选 | 失败 | 无法解析视频流
❌ 南方购物-精选 | 失败 | 无法解析视频流
❌ 南方购物-精选 | 失败 | 无法解析视频流
❌ 南方购物-精选 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 南方购物-精选 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 卫生健康高清 | 失败 | 无法解析视频流
❌ 卫生健康高清 | 失败 | 无法解析视频流
❌ 卫生健康高清 | 失败 | 无法解析视频流
❌ 卫生健康高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 卫生健康高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 卫生健康高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 吉林卫视 | 失败 | 无法解析视频流
❌ 吉林卫视 | 失败 | 无法解析视频流
❌ 吉林卫视 | 失败 | 无法解析视频流
❌ 吉林卫视 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 吉林卫视 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 吉林卫视 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 吉林卫视高清 | 失败 | 无法解析视频流
❌ 吉林卫视高清 | 失败 | 无法解析视频流
❌ 吉林卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 吉林卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 吉林卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 吉林卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 嘉佳卡通 | 失败 | 无法解析视频流
❌ 嘉佳卡通 | 失败 | 无法解析视频流
❌ 嘉佳卡通 | 失败 | 无法解析视频流
❌ 嘉佳卡通 | 失败 | 无法解析视频流
❌ 嘉佳卡通 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 嘉佳卡通 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 四川卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 四川卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 四川卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 四川卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 四川卫视 4K (AVS2) | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 四川卫视 4K (AVS2) | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 四川卫视4k超高清 | 失败 | 无法解析视频流
❌ 四川卫视4k超高清 | 失败 | 无法解析视频流
❌ 四川卫视4k超高清 | 失败 | 无法解析视频流
❌ 四川卫视4k超高清 | 失败 | 无法解析视频流
❌ 四川卫视4k超高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 四川卫视4k超高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 四川卫视时移专用(四川卫视) | 失败 | 无法解析视频流
❌ 四川卫视时移专用(四川卫视) | 失败 | 无法解析视频流
❌ 四川卫视时移专用(四川卫视) | 失败 | 无法解析视频流
❌ 四川卫视时移专用(四川卫视) | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 四川卫视时移专用(四川卫视) | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 四川卫视时移专用(四川卫视) | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 四川卫视超清 (CAVS) | 失败 | 无法解析视频流
❌ 四川卫视超清 (CAVS) | 失败 | 无法解析视频流
❌ 四川卫视超清 (CAVS) | 失败 | 无法解析视频流
❌ 四川卫视超清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 四川卫视超清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 四川卫视超清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Max retries exceeded with url: /rtp/239.77.0.163:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='61.142.117.179', port=500) at 0x7f310c4d47c0>, 'Connection to 61.142.117.179 timed out. (connect timeout=8)'))
❌ 四川卫视高清 | 失败 | 无法解析视频流
❌ 四川卫视高清 | 失败 | 无法解析视频流
❌ 四川卫视高清 | 失败 | 无法解析视频流
❌ 四川卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 四川卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 四川卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 大湾区卫视 | 失败 | 无法解析视频流
❌ 大湾区卫视 | 失败 | 无法解析视频流
❌ 大湾区卫视 | 失败 | 无法解析视频流
❌ 大湾区卫视 | 失败 | 无法解析视频流
❌ 大湾区卫视 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 大湾区卫视 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 天元围棋 | 失败 | 无法解析视频流
❌ 天元围棋 | 失败 | 无法解析视频流
❌ 天元围棋 | 失败 | 无法解析视频流
❌ 天元围棋 | 失败 | 无法解析视频流
❌ 天元围棋 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 天元围棋 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 天津卫视 | 失败 | 无法解析视频流
❌ 天津卫视 | 失败 | 无法解析视频流
❌ 天津卫视 | 失败 | 无法解析视频流
❌ 天津卫视 | 失败 | 无法解析视频流
❌ 天津卫视 | 失败 | 无法解析视频流
❌ 天津卫视 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 天津卫视超清 | 失败 | 无法解析视频流
❌ 天津卫视超清 | 失败 | 无法解析视频流
❌ 天津卫视超清 | 失败 | 无法解析视频流
❌ 天津卫视超清 | 失败 | 无法解析视频流
❌ 天津卫视超清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 天津卫视超清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Max retries exceeded with url: /rtp/239.77.0.131:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='61.142.117.179', port=500) at 0x7f310c4e87c0>, 'Connection to 61.142.117.179 timed out. (connect timeout=8)'))
❌ 天津卫视高清 | 失败 | 无法解析视频流
❌ 天津卫视高清 | 失败 | 无法解析视频流
❌ 天津卫视高清 | 失败 | 无法解析视频流
❌ 天津卫视高清 | 失败 | 无法解析视频流
❌ 天津卫视高清 | 失败 | 无法解析视频流
❌ 天津卫视高清 | 失败 | 无法解析视频流
❌ 天津卫视高清 | 失败 | 无法解析视频流
❌ 天津卫视高清 | 失败 | 无法解析视频流
❌ 天津卫视高清 | 失败 | 无法解析视频流
❌ 天津卫视高清 | 失败 | 无法解析视频流
❌ 天津卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 天津卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 央视台球高清 | 失败 | 无法解析视频流
❌ 央视台球高清 | 失败 | 无法解析视频流
❌ 央视台球高清 | 失败 | 无法解析视频流
❌ 央视台球高清 | 失败 | 无法解析视频流
❌ 央视台球高清 | 失败 | 无法解析视频流
❌ 央视台球高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 央视台球高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 央视台球高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 央视台球高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 央视台球高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 央视台球高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 央视台球高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Max retries exceeded with url: /rtp/239.253.43.21:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='61.142.117.179', port=500) at 0x7f310c4efeb0>, 'Connection to 61.142.117.179 timed out. (connect timeout=8)'))
❌ 央视文化精品高清 | 失败 | 无法解析视频流
❌ 央视文化精品高清 | 失败 | 无法解析视频流
❌ 央视文化精品高清 | 失败 | 无法解析视频流
❌ 央视文化精品高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 央视文化精品高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 央视文化精品高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 央视精品高清 | 失败 | 无法解析视频流
❌ 央视精品高清 | 失败 | 无法解析视频流
❌ 央视精品高清 | 失败 | 无法解析视频流
❌ 央视精品高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 央视精品高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 央视精品高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 女性时尚高清 | 失败 | 无法解析视频流
❌ 女性时尚高清 | 失败 | 无法解析视频流
❌ 女性时尚高清 | 失败 | 无法解析视频流
❌ 女性时尚高清 | 失败 | 无法解析视频流
❌ 女性时尚高清 | 失败 | 无法解析视频流
❌ 女性时尚高清 | 失败 | 无法解析视频流
❌ 女性时尚高清 | 失败 | 无法解析视频流
❌ 女性时尚高清 | 失败 | 无法解析视频流
❌ 女性时尚高清 | 失败 | 无法解析视频流
❌ 女性时尚高清 | 失败 | 无法解析视频流
❌ 女性时尚高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 女性时尚高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 宁夏卫视 | 失败 | 无法解析视频流
❌ 宁夏卫视 | 失败 | 无法解析视频流
❌ 宁夏卫视 | 失败 | 无法解析视频流
❌ 宁夏卫视 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 宁夏卫视 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 宁夏卫视 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 宁夏卫视高清 | 失败 | 无法解析视频流
❌ 宁夏卫视高清 | 失败 | 无法解析视频流
❌ 宁夏卫视高清 | 失败 | 无法解析视频流
❌ 宁夏卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 宁夏卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 宁夏卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 安徽卫视 | 失败 | 无法解析视频流
❌ 安徽卫视 | 失败 | 无法解析视频流
❌ 安徽卫视 | 失败 | 无法解析视频流
❌ 安徽卫视 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 安徽卫视 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 安徽卫视 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 安徽卫视高清 (CAVS) | 失败 | 无法解析视频流
❌ 安徽卫视高清 (CAVS) | 失败 | 无法解析视频流
❌ 安徽卫视高清 (CAVS) | 失败 | 无法解析视频流
❌ 安徽卫视高清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 安徽卫视高清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 安徽卫视高清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Max retries exceeded with url: /rtp/239.77.1.157:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='61.142.117.179', port=500) at 0x7f310c4ce250>, 'Connection to 61.142.117.179 timed out. (connect timeout=8)'))
❌ 安徽卫视高清 | 失败 | 无法解析视频流
❌ 安徽卫视高清 | 失败 | 无法解析视频流
❌ 安徽卫视高清 | 失败 | 无法解析视频流
❌ 安徽卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 安徽卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 安徽卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Max retries exceeded with url: /rtp/239.77.1.92:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='61.142.117.179', port=500) at 0x7f310c52e250>, 'Connection to 61.142.117.179 timed out. (connect timeout=8)'))
❌ 客家生活高清 | 失败 | 无法解析视频流
❌ 客家生活高清 | 失败 | 无法解析视频流
❌ 客家生活高清 | 失败 | 无法解析视频流
❌ 客家生活高清 | 失败 | 无法解析视频流
❌ 客家生活高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 客家生活高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 少儿动画 | 失败 | 无法解析视频流
❌ 少儿动画 | 失败 | 无法解析视频流
❌ 少儿动画 | 失败 | 无法解析视频流
❌ 少儿动画 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 少儿动画 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 少儿动画 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 山东卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 山东卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 山东卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 山东卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 山东卫视 4K (AVS2) | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 山东卫视 4K (AVS2) | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 山东卫视4k超高清 | 失败 | 无法解析视频流
❌ 山东卫视4k超高清 | 失败 | 无法解析视频流
❌ 山东卫视4k超高清 | 失败 | 无法解析视频流
❌ 山东卫视4k超高清 | 失败 | 无法解析视频流
❌ 山东卫视4k超高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 山东卫视4k超高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 山东卫视时移专用(山东卫视) | 失败 | 无法解析视频流
❌ 山东卫视时移专用(山东卫视) | 失败 | 无法解析视频流
❌ 山东卫视时移专用(山东卫视) | 失败 | 无法解析视频流
❌ 山东卫视时移专用(山东卫视) | 失败 | 无法解析视频流
❌ 山东卫视时移专用(山东卫视) | 失败 | 无法解析视频流
❌ 山东卫视时移专用(山东卫视) | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 山东卫视超清 (CAVS) | 失败 | 无法解析视频流
❌ 山东卫视超清 (CAVS) | 失败 | 无法解析视频流
❌ 山东卫视超清 (CAVS) | 失败 | 无法解析视频流
❌ 山东卫视超清 (CAVS) | 失败 | 无法解析视频流
❌ 山东卫视超清 (CAVS) | 失败 | 无法解析视频流
❌ 山东卫视超清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 山东卫视高清 (CAVS) | 失败 | 无法解析视频流
❌ 山东卫视高清 (CAVS) | 失败 | 无法解析视频流
❌ 山东卫视高清 (CAVS) | 失败 | 无法解析视频流
❌ 山东卫视高清 (CAVS) | 失败 | 无法解析视频流
❌ 山东卫视高清 (CAVS) | 失败 | 无法解析视频流
❌ 山东卫视高清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 山东卫视高清 | 失败 | 无法解析视频流
❌ 山东卫视高清 | 失败 | 无法解析视频流
❌ 山东卫视高清 | 失败 | 无法解析视频流
❌ 山东卫视高清 | 失败 | 无法解析视频流
❌ 山东卫视高清 | 失败 | 无法解析视频流
❌ 山东卫视高清 | 失败 | 无法解析视频流
❌ 山东卫视高清 | 失败 | 无法解析视频流
❌ 山东卫视高清 | 失败 | 无法解析视频流
❌ 山东卫视高清 | 失败 | 无法解析视频流
❌ 山东卫视高清 | 失败 | 无法解析视频流
❌ 山东卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 山东卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 岭南戏曲 | 失败 | 无法解析视频流
❌ 岭南戏曲 | 失败 | 无法解析视频流
❌ 岭南戏曲 | 失败 | 无法解析视频流
❌ 岭南戏曲 | 失败 | 无法解析视频流
❌ 岭南戏曲 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 岭南戏曲 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 广东4K超高清 | 失败 | 无法解析视频流
❌ 广东4K超高清 | 失败 | 无法解析视频流
❌ 广东4K超高清 | 失败 | 无法解析视频流
❌ 广东4K超高清 | 失败 | 无法解析视频流
❌ 广东4K超高清 | 失败 | 无法解析视频流
❌ 广东4K超高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 广东4K超高清 窄色域 30 | 失败 | 无法解析视频流
❌ 广东4K超高清 窄色域 30 | 失败 | 无法解析视频流
❌ 广东4K超高清 窄色域 30 | 失败 | 无法解析视频流
❌ 广东4K超高清 窄色域 30 | 失败 | 无法解析视频流
❌ 广东4K超高清 窄色域 30 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 广东4K超高清 窄色域 30 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 广东体育 | 失败 | 无法解析视频流
❌ 广东体育 | 失败 | 无法解析视频流
❌ 广东体育 | 失败 | 无法解析视频流
❌ 广东体育 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 广东体育 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 广东体育 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 广东体育超清 | 失败 | 无法解析视频流
❌ 广东体育超清 | 失败 | 无法解析视频流
❌ 广东体育超清 | 失败 | 无法解析视频流
❌ 广东体育超清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 广东体育超清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Max retries exceeded with url: /rtp/239.77.0.168:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='14.21.239.209', port=4022) at 0x7f310c66d8e0>, 'Connection to 14.21.239.209 timed out. (connect timeout=8)'))
❌ 广东体育超清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 广东卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 广东卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 广东卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 广东卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 广东卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 广东卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 广东卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 广东卫视 4K (AVS2) | 失败 | 无法解析视频流
❌ 广东卫视 4K (AVS2) | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 广东卫视 4K (AVS2) | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 广东卫视 4K (AVS2) | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 广东卫视 4K (AVS2) | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 广东卫视4k超高清25p | 失败 | 无法解析视频流
❌ 广东卫视4k超高清25p | 失败 | 无法解析视频流
❌ 广东卫视4k超高清25p | 失败 | 无法解析视频流
❌ 广东卫视4k超高清25p | 失败 | 无法解析视频流
❌ 广东卫视4k超高清25p | 失败 | 无法解析视频流
❌ 广东卫视4k超高清25p | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 广东卫视时移专用(广东卫视) | 失败 | 无法解析视频流
❌ 广东卫视时移专用(广东卫视) | 失败 | 无法解析视频流
❌ 广东卫视时移专用(广东卫视) | 失败 | 无法解析视频流
❌ 广东卫视时移专用(广东卫视) | 失败 | 无法解析视频流
❌ 广东卫视时移专用(广东卫视) | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 广东卫视时移专用(广东卫视) | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 广东卫视超清 | 失败 | 无法解析视频流
❌ 广东卫视超清 | 失败 | 无法解析视频流
❌ 广东卫视超清 | 失败 | 无法解析视频流
❌ 广东卫视超清 | 失败 | 无法解析视频流
❌ 广东卫视超清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 广东卫视超清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 广东卫视高清 | 失败 | 无法解析视频流
❌ 广东卫视高清 | 失败 | 无法解析视频流
❌ 广东卫视高清 | 失败 | 无法解析视频流
❌ 广东卫视高清 | 失败 | 无法解析视频流
❌ 广东卫视高清 | 失败 | 无法解析视频流
❌ 广东卫视高清 | 失败 | 无法解析视频流
❌ 广东卫视高清 | 失败 | 无法解析视频流
❌ 广东卫视高清 | 失败 | 无法解析视频流
❌ 广东卫视高清 | 失败 | 无法解析视频流
❌ 广东卫视高清 | 失败 | 无法解析视频流
❌ 广东卫视高清 | 失败 | 无法解析视频流
❌ 广东卫视高清 | 失败 | 无法解析视频流
❌ 广东卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 广东卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 广东卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 广东卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 广东卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 广东卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 广东少儿 | 失败 | 无法解析视频流
❌ 广东少儿 | 失败 | 无法解析视频流
❌ 广东少儿 | 失败 | 无法解析视频流
❌ 广东少儿 | 失败 | 无法解析视频流
❌ 广东少儿 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 广东少儿 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 广东影视 | 失败 | 无法解析视频流
❌ 广东影视 | 失败 | 无法解析视频流
❌ 广东影视 | 失败 | 无法解析视频流
❌ 广东影视 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 广东影视 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Max retries exceeded with url: /rtp/239.77.0.217:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='183.48.240.8', port=5050) at 0x7f310c5b5c40>, 'Connection to 183.48.240.8 timed out. (connect timeout=8)'))
❌ 广东影视 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Max retries exceeded with url: /rtp/239.77.0.217:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='61.142.117.179', port=500) at 0x7f310c4d4c40>, 'Connection to 61.142.117.179 timed out. (connect timeout=8)'))
❌ 广东新闻 | 失败 | 无法解析视频流
❌ 广东新闻 | 失败 | 无法解析视频流
❌ 广东新闻 | 失败 | 无法解析视频流
❌ 广东新闻 | 失败 | 无法解析视频流
❌ 广东新闻 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 广东新闻 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 广东民生 | 失败 | 无法解析视频流
❌ 广东民生 | 失败 | 无法解析视频流
❌ 广东民生 | 失败 | 无法解析视频流
