探测报告 | 时间: 2026-02-07 05:37:04
------------------------------------------------------------
❌ 深圳卫视 4K | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 深圳卫视 4K | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳卫视4k超高清 | 失败 | 无法解析视频流
❌ 深圳卫视4k超高清 | 失败 | 无法解析视频流
❌ 深圳卫视4k超高清 | 失败 | 无法解析视频流
❌ 深圳卫视4k超高清 | 失败 | 无法解析视频流
❌ 深圳卫视4k超高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Max retries exceeded with url: /rtp/239.77.0.67:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='14.21.239.209', port=4022) at 0x7f310c6da250>, 'Connection to 14.21.239.209 timed out. (connect timeout=8)'))
❌ 深圳卫视4k超高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳卫视时移专用(深圳卫视) | 失败 | 无法解析视频流
❌ 深圳卫视时移专用(深圳卫视) | 失败 | 无法解析视频流
❌ 深圳卫视时移专用(深圳卫视) | 失败 | 无法解析视频流
❌ 深圳卫视时移专用(深圳卫视) | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 深圳卫视时移专用(深圳卫视) | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 深圳卫视时移专用(深圳卫视) | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳卫视超清 | 失败 | 无法解析视频流
❌ 深圳卫视超清 | 失败 | 无法解析视频流
❌ 深圳卫视超清 | 失败 | 无法解析视频流
❌ 深圳卫视超清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 深圳卫视超清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 深圳卫视超清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳卫视高清 | 失败 | 无法解析视频流
❌ 深圳卫视高清 | 失败 | 无法解析视频流
❌ 深圳卫视高清 | 失败 | 无法解析视频流
❌ 深圳卫视高清 | 失败 | 无法解析视频流
❌ 深圳卫视高清 | 失败 | 无法解析视频流
❌ 深圳卫视高清 | 失败 | 无法解析视频流
❌ 深圳卫视高清 | 失败 | 无法解析视频流
❌ 深圳卫视高清 | 失败 | 无法解析视频流
❌ 深圳卫视高清 | 失败 | 无法解析视频流
❌ 深圳卫视高清 | 失败 | 无法解析视频流
❌ 深圳卫视高清 | 失败 | 无法解析视频流
❌ 深圳卫视高清 | 失败 | 无法解析视频流
❌ 深圳卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 深圳卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 深圳卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 深圳卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 深圳卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Max retries exceeded with url: /rtp/239.77.1.107:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='14.21.239.209', port=4022) at 0x7f310c5c3d90>, 'Connection to 14.21.239.209 timed out. (connect timeout=8)'))
❌ 深圳卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 深圳卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 深圳卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 深圳卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳宜和购物高清 | 失败 | 无法解析视频流
❌ 深圳宜和购物高清 | 失败 | 无法解析视频流
❌ 深圳宜和购物高清 | 失败 | 无法解析视频流
❌ 深圳宜和购物高清 | 失败 | 无法解析视频流
❌ 深圳宜和购物高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 深圳宜和购物高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳少儿频道高清 | 失败 | 无法解析视频流
❌ 深圳少儿频道高清 | 失败 | 无法解析视频流
❌ 深圳少儿频道高清 | 失败 | 无法解析视频流
❌ 深圳少儿频道高清 | 失败 | 无法解析视频流
❌ 深圳少儿频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 深圳少儿频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳电视剧频道高清 | 失败 | 无法解析视频流
❌ 深圳电视剧频道高清 | 失败 | 无法解析视频流
❌ 深圳电视剧频道高清 | 失败 | 无法解析视频流
❌ 深圳电视剧频道高清 | 失败 | 无法解析视频流
❌ 深圳电视剧频道高清 | 失败 | 无法解析视频流
❌ 深圳电视剧频道高清 | 失败 | 无法解析视频流
❌ 深圳电视剧频道高清 | 失败 | 无法解析视频流
❌ 深圳电视剧频道高清 | 失败 | 无法解析视频流
❌ 深圳电视剧频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 深圳电视剧频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 深圳电视剧频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Max retries exceeded with url: /rtp/239.77.1.125:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='183.48.240.8', port=5050) at 0x7f310c54dc40>, 'Connection to 183.48.240.8 timed out. (connect timeout=8)'))
❌ 深圳电视剧频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳都市频道高清 | 失败 | 无法解析视频流
❌ 深圳都市频道高清 | 失败 | 无法解析视频流
❌ 深圳都市频道高清 | 失败 | 无法解析视频流
❌ 深圳都市频道高清 | 失败 | 无法解析视频流
❌ 深圳都市频道高清 | 失败 | 无法解析视频流
❌ 深圳都市频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 深圳都市频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 深圳都市频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 深圳都市频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 深圳都市频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳都市频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 深圳都市频道高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Max retries exceeded with url: /rtp/239.77.1.124:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='61.142.117.179', port=500) at 0x7f310c4be130>, 'Connection to 61.142.117.179 timed out. (connect timeout=8)'))
❌ 清远新闻综合高清 | 失败 | 无法解析视频流
❌ 清远新闻综合高清 | 失败 | 无法解析视频流
❌ 清远新闻综合高清 | 失败 | 无法解析视频流
❌ 清远新闻综合高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 清远新闻综合高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 清远新闻综合高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Max retries exceeded with url: /rtp/239.253.43.33:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='61.142.117.179', port=500) at 0x7f310c5228e0>, 'Connection to 61.142.117.179 timed out. (connect timeout=8)'))
❌ 湖北卫视 | 失败 | 无法解析视频流
❌ 湖北卫视 | 失败 | 无法解析视频流
❌ 湖北卫视 | 失败 | 无法解析视频流
❌ 湖北卫视 | 失败 | 无法解析视频流
❌ 湖北卫视 | 失败 | 无法解析视频流
❌ 湖北卫视 | 失败 | 无法解析视频流
❌ 湖北卫视超清 | 失败 | 无法解析视频流
❌ 湖北卫视超清 | 失败 | 无法解析视频流
❌ 湖北卫视超清 | 失败 | 无法解析视频流
❌ 湖北卫视超清 | 失败 | 无法解析视频流
❌ 湖北卫视超清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 湖北卫视超清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Max retries exceeded with url: /rtp/239.77.0.128:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='61.142.117.179', port=500) at 0x7f310c5f46d0>, 'Connection to 61.142.117.179 timed out. (connect timeout=8)'))
❌ 湖北卫视高清 | 失败 | 无法解析视频流
❌ 湖北卫视高清 | 失败 | 无法解析视频流
❌ 湖北卫视高清 | 失败 | 无法解析视频流
❌ 湖北卫视高清 | 失败 | 无法解析视频流
❌ 湖北卫视高清 | 失败 | 无法解析视频流
❌ 湖北卫视高清 | 失败 | 无法解析视频流
❌ 湖北卫视高清 | 失败 | 无法解析视频流
❌ 湖北卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 湖北卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 湖北卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Max retries exceeded with url: /rtp/239.77.1.93:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='183.48.240.8', port=5050) at 0x7f310c5b5370>, 'Connection to 183.48.240.8 timed out. (connect timeout=8)'))
❌ 湖北卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Max retries exceeded with url: /rtp/239.77.1.174:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='61.142.117.179', port=500) at 0x7f310c5f45b0>, 'Connection to 61.142.117.179 timed out. (connect timeout=8)'))
❌ 湖北卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 湖南卫视4k超高清 | 失败 | 无法解析视频流
❌ 湖南卫视4k超高清 | 失败 | 无法解析视频流
❌ 湖南卫视4k超高清 | 失败 | 无法解析视频流
❌ 湖南卫视4k超高清 | 失败 | 无法解析视频流
❌ 湖南卫视4k超高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 湖南卫视4k超高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 湖南卫视时移专用(湖南卫视) | 失败 | 无法解析视频流
❌ 湖南卫视时移专用(湖南卫视) | 失败 | 无法解析视频流
❌ 湖南卫视时移专用(湖南卫视) | 失败 | 无法解析视频流
❌ 湖南卫视时移专用(湖南卫视) | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 湖南卫视时移专用(湖南卫视) | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 湖南卫视时移专用(湖南卫视) | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 湖南卫视超清 (CAVS) | 失败 | 无法解析视频流
❌ 湖南卫视超清 (CAVS) | 失败 | 无法解析视频流
❌ 湖南卫视超清 (CAVS) | 失败 | 无法解析视频流
❌ 湖南卫视超清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 湖南卫视超清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 湖南卫视超清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 湖南卫视高清 (CAVS) | 失败 | 无法解析视频流
❌ 湖南卫视高清 (CAVS) | 失败 | 无法解析视频流
❌ 湖南卫视高清 (CAVS) | 失败 | 无法解析视频流
❌ 湖南卫视高清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 湖南卫视高清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 湖南卫视高清 (CAVS) | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 湖南卫视高清 | 失败 | 无法解析视频流
❌ 湖南卫视高清 | 失败 | 无法解析视频流
❌ 湖南卫视高清 | 失败 | 无法解析视频流
❌ 湖南卫视高清 | 失败 | 无法解析视频流
❌ 湖南卫视高清 | 失败 | 无法解析视频流
❌ 湖南卫视高清 | 失败 | 无法解析视频流
❌ 湖南卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 湖南卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 湖南卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 湖南卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 湖南卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 湖南卫视高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 湛江公共高清 | 失败 | 无法解析视频流
❌ 湛江公共高清 | 失败 | 无法解析视频流
❌ 湛江公共高清 | 失败 | 无法解析视频流
❌ 湛江公共高清 | 失败 | 无法解析视频流
❌ 湛江公共高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 湛江公共高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 湛江新闻综合高清 | 失败 | 无法解析视频流
❌ 湛江新闻综合高清 | 失败 | 无法解析视频流
❌ 湛江新闻综合高清 | 失败 | 无法解析视频流
❌ 湛江新闻综合高清 | 失败 | 无法解析视频流
❌ 湛江新闻综合高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 湛江新闻综合高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 潮州民生高清 | 失败 | 无法解析视频流
❌ 潮州民生高清 | 失败 | 无法解析视频流
❌ 潮州民生高清 | 失败 | 无法解析视频流
❌ 潮州民生高清 | 失败 | 无法解析视频流
❌ 潮州民生高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 潮州民生高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 潮州综合高清 | 失败 | 无法解析视频流
❌ 潮州综合高清 | 失败 | 无法解析视频流
❌ 潮州综合高清 | 失败 | 无法解析视频流
❌ 潮州综合高清 | 失败 | 无法解析视频流
❌ 潮州综合高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 潮州综合高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 热播剧场 | 失败 | 无法解析视频流
❌ 热播剧场 | 失败 | 无法解析视频流
❌ 热播剧场 | 失败 | 无法解析视频流
❌ 热播剧场 | 失败 | 无法解析视频流
❌ 热播剧场 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 热播剧场 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Max retries exceeded with url: /rtp/239.77.0.106:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='61.142.117.179', port=500) at 0x7f310c48f5b0>, 'Connection to 61.142.117.179 timed out. (connect timeout=8)'))
❌ 爱体育 | 失败 | 无法解析视频流
❌ 爱体育 | 失败 | 无法解析视频流
❌ 爱体育 | 失败 | 无法解析视频流
❌ 爱体育 | 失败 | 无法解析视频流
❌ 爱体育 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 爱体育 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 爱体育高清 | 失败 | 无法解析视频流
❌ 爱体育高清 | 失败 | 无法解析视频流
❌ 爱体育高清 | 失败 | 无法解析视频流
❌ 爱体育高清 | 失败 | 无法解析视频流
❌ 爱体育高清 | 失败 | 无法解析视频流
❌ 爱体育高清 | 失败 | 无法解析视频流
❌ 爱体育高清 | 失败 | 无法解析视频流
❌ 爱体育高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 爱体育高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 爱体育高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 爱体育高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 爱体育高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 爱大剧 | 失败 | 无法解析视频流
❌ 爱大剧 | 失败 | 无法解析视频流
❌ 爱大剧 | 失败 | 无法解析视频流
❌ 爱大剧 | 失败 | 无法解析视频流
❌ 爱大剧 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 爱大剧 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 爱电影 | 失败 | 无法解析视频流
❌ 爱电影 | 失败 | 无法解析视频流
❌ 爱电影 | 失败 | 无法解析视频流
❌ 爱电影 | 失败 | 无法解析视频流
❌ 爱电影 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 爱电影 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 爱电影高清 | 失败 | 无法解析视频流
❌ 爱电影高清 | 失败 | 无法解析视频流
❌ 爱电影高清 | 失败 | 无法解析视频流
❌ 爱电影高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 爱电影高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 爱电影高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Max retries exceeded with url: /rtp/239.77.1.138:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='61.142.117.179', port=500) at 0x7f310c494e80>, 'Connection to 61.142.117.179 timed out. (connect timeout=8)'))
❌ 爱综艺 | 失败 | 无法解析视频流
❌ 爱综艺 | 失败 | 无法解析视频流
❌ 爱综艺 | 失败 | 无法解析视频流
❌ 爱综艺 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 爱综艺 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 爱综艺 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 现代教育 | 失败 | 无法解析视频流
❌ 现代教育 | 失败 | 无法解析视频流
❌ 现代教育 | 失败 | 无法解析视频流
❌ 现代教育 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 现代教育 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 现代教育 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 珠海高清 | 失败 | 无法解析视频流
❌ 珠海高清 | 失败 | 无法解析视频流
❌ 珠海高清 | 失败 | 无法解析视频流
❌ 珠海高清 | 失败 | 无法解析视频流
❌ 珠海高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 珠海高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 甘肃卫视 | 失败 | 无法解析视频流
❌ 甘肃卫视 | 失败 | 无法解析视频流
❌ 甘肃卫视 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 甘肃卫视 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 甘肃卫视 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 甘肃卫视 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 电视指南高清 | 失败 | 无法解析视频流
❌ 电视指南高清 | 失败 | 无法解析视频流
❌ 电视指南高清 | 失败 | 无法解析视频流
❌ 电视指南高清 | 失败 | 无法解析视频流
❌ 电视指南高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 电视指南高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 电视指南高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 电视指南高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 电视指南高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 电视指南高清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 电视指南高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 电视指南高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 睛彩广场舞高清 | 失败 | 无法解析视频流
❌ 睛彩广场舞高清 | 失败 | 无法解析视频流
❌ 睛彩广场舞高清 | 失败 | 无法解析视频流
❌ 睛彩广场舞高清 | 失败 | 无法解析视频流
❌ 睛彩广场舞高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 睛彩广场舞高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 睛彩竞技高清 | 失败 | 无法解析视频流
❌ 睛彩竞技高清 | 失败 | 无法解析视频流
❌ 睛彩竞技高清 | 失败 | 无法解析视频流
❌ 睛彩竞技高清 | 失败 | 无法解析视频流
❌ 睛彩竞技高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 睛彩竞技高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 睛彩青少高清 | 失败 | 无法解析视频流
❌ 睛彩青少高清 | 失败 | 无法解析视频流
❌ 睛彩青少高清 | 失败 | 无法解析视频流
❌ 睛彩青少高清 | 失败 | 无法解析视频流
❌ 睛彩青少高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 睛彩青少高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 第一剧场高清 | 失败 | 无法解析视频流
❌ 第一剧场高清 | 失败 | 无法解析视频流
❌ 第一剧场高清 | 失败 | 无法解析视频流
❌ 第一剧场高清 | 失败 | 无法解析视频流
❌ 第一剧场高清 | 失败 | 无法解析视频流
❌ 第一剧场高清 | 失败 | 无法解析视频流
❌ 第一剧场高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 第一剧场高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 第一剧场高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 第一剧场高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 第一剧场高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 第一剧场高清 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 精选4k频道3 | 失败 | 无法解析视频流
❌ 精选4k频道3 | 失败 | 无法解析视频流
❌ 精选4k频道3 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 精选4k频道3 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Max retries exceeded with url: /rtp/239.77.0.153:5146 (Caused by ConnectTimeoutError(<HTTPConnection(host='14.21.239.209', port=4022) at 0x7f310c551490>, 'Connection to 14.21.239.209 timed out. (connect timeout=8)'))
❌ 精选4k频道3 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 精选4k频道3 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 精选频道2 | 失败 | 无法解析视频流
❌ 精选频道2 | 失败 | 无法解析视频流
❌ 精选频道2 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 精选频道2 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 精选频道2 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 精选频道2 | 失败 | 连接错误: HTTPConnectionPool(host='61.142.117.179', port=500): Read timed out.
❌ 经典电影 | 失败 | 无法解析视频流
❌ 经典电影 | 失败 | 无法解析视频流
❌ 经典电影 | 失败 | 无法解析视频流
❌ 经典电影 | 失败 | 无法解析视频流
❌ 经典电影 | 失败 | 无法解析视频流
❌ 经典电影 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 经济科教 | 失败 | 无法解析视频流
❌ 经济科教 | 失败 | 无法解析视频流
❌ 经济科教 | 失败 | 无法解析视频流
❌ 经济科教 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 经济科教 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
❌ 经济科教 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 经济科教超清 | 失败 | 无法解析视频流
❌ 经济科教超清 | 失败 | 无法解析视频流
❌ 经济科教超清 | 失败 | 无法解析视频流
❌ 经济科教超清 | 失败 | 无法解析视频流
❌ 经济科教超清 | 失败 | 连接错误: HTTPConnectionPool(host='14.153.169.247', port=5555): Read timed out.
❌ 经济科教超清 | 失败 | 连接错误: HTTPConnectionPool(host='183.48.240.8', port=5050): Read timed out.
❌ 肇庆生活服务高清 | 失败 | 无法解析视频流
❌ 肇庆生活服务高清 | 失败 | 无法解析视频流
❌ 肇庆生活服务高清 | 失败 | 无法解析视频流
❌ 肇庆生活服务高清 | 失败 | 无法解析视频流
❌ 肇庆生活服务高清 | 失败 | 连接错误: HTTPConnectionPool(host='14.21.239.209', port=4022): Read timed out.
